"ref_binomial";"ref_id";"ref_kingdom";"ref_phylum";"ref_class";"ref_order";"ref_family";"ref_genus"
"Moho bishopi";"22704335";"Animalia";"Chordata";"Aves";"Passeriformes";"Mohoidae";"Moho"
"Moho nobilis";"22704342";"Animalia";"Chordata";"Aves";"Passeriformes";"Mohoidae";"Moho"
"Chaetoptila angustipluma";"22704348";"Animalia";"Chordata";"Aves";"Passeriformes";"Mohoidae";"Chaetoptila"
"Phylidonyris pyrrhopterus";"22704353";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Phylidonyris"
"Phylidonyris novaehollandiae";"22704361";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Phylidonyris"
"Phylidonyris niger";"22704364";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Phylidonyris"
"Purnella albifrons";"22704372";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Purnella"
"Gliciphila melanops";"22704388";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Gliciphila"
"Ramsayornis fasciatus";"22704397";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Ramsayornis"
"Plectorhyncha lanceolata";"22704400";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Plectorhyncha"
"Conopophila rufogularis";"22704406";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Conopophila"
"Conopophila whitei";"22704409";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Conopophila"
"Acanthorhynchus tenuirostris";"22704421";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Acanthorhynchus"
"Acanthorhynchus superciliosus";"22704424";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Acanthorhynchus"
"Entomyzon cyanotis";"103685011";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Entomyzon"
"Manorina melanophrys";"22704430";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Manorina"
"Manorina flavigula";"22704436";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Manorina"
"Acanthagenys rufogularis";"22704451";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Acanthagenys"
"Anthochaera lunulata";"22704454";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Anthochaera"
"Anthochaera paradoxa";"22704469";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Anthochaera"
"Epthianura aurifrons";"22704478";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Epthianura"
"Epthianura crocea";"22704481";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Epthianura"
"Epthianura albifrons";"22704484";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Epthianura"
"Pardalotus punctatus";"22704490";"Animalia";"Chordata";"Aves";"Passeriformes";"Pardalotidae";"Pardalotus"
"Pardalotus rubricatus";"22704496";"Animalia";"Chordata";"Aves";"Passeriformes";"Pardalotidae";"Pardalotus"
"Dasyornis broadbenti";"22704510";"Animalia";"Chordata";"Aves";"Passeriformes";"Dasyornithidae";"Dasyornis"
"Origma solitaria";"22704516";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Origma"
"Sericornis citreogularis";"22704536";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Sericornis"
"Sericornis frontalis";"22704539";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Sericornis"
"Sericornis humilis";"22704542";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Sericornis"
"Sericornis beccarii";"104008462";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Sericornis"
"Sericornis nouhuysi";"104008381";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Sericornis"
"Sericornis magnirostra";"22704559";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Sericornis"
"Sericornis rufescens";"22704570";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Sericornis"
"Pyrrholaemus brunneus";"22704593";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Pyrrholaemus"
"Calamanthus fuliginosus";"22704600";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Calamanthus"
"Calamanthus pyrrhopygius";"22704604";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Calamanthus"
"Calamanthus cautus";"22704614";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Calamanthus"
"Acanthiza murina";"22704624";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Acanthiza"
"Acanthiza pusilla";"22704630";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Acanthiza"
"Acanthiza ewingii";"22704635";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Acanthiza"
"Acanthiza reguloides";"22704638";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Acanthiza"
"Acanthiza inornata";"22704641";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Acanthiza"
"Acanthiza iredalei";"22704644";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Acanthiza"
"Acanthiza uropygialis";"22704650";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Acanthiza"
"Acanthiza nana";"22704653";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Acanthiza"
"Acanthiza lineata";"22704656";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Acanthiza"
"Acanthiza robustirostris";"22704659";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Acanthiza"
"Smicrornis brevirostris";"22704662";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Smicrornis"
"Gerygone chloronota";"22704669";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Gerygone"
"Gerygone palpebrosa";"22704680";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Gerygone"
"Gerygone olivacea";"22704683";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Gerygone"
"Gerygone tenebrosa";"22704702";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Gerygone"
"Gerygone inornata";"22704708";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Gerygone"
"Gerygone levigaster";"22704718";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Gerygone"
"Gerygone fusca";"22704721";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Gerygone"
"Gerygone insularis";"22704724";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Gerygone"
"Gerygone igata";"22704735";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Gerygone"
"Gerygone albofrontata";"22704739";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Gerygone"
"Aphelocephala nigricincta";"22704754";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Aphelocephala"
"Monachella muelleriana";"103735468";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Monachella"
"Microeca fascinans";"22704769";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Microeca"
"Petroica archboldi";"22704799";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Petroica"
"Petroica goodenovii";"22704816";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Petroica"
"Petroica rosea";"22704822";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Petroica"
"Petroica rodinogaster";"22704825";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Petroica"
"Petroica australis";"103734942";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Petroica"
"Tregellasia leucops";"22704843";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Tregellasia"
"Tregellasia capito";"22704846";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Tregellasia"
"Eopsaltria australis";"22704849";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Eopsaltria"
"Eopsaltria griseogularis";"22704853";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Eopsaltria"
"Quoyornis georgianus";"22704860";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Quoyornis"
"Poecilodryas brachyura";"22704869";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Poecilodryas"
"Plesiodryas albonotata";"22704883";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Plesiodryas"
"Peneothello sigillata";"22704886";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Peneothello"
"Peneothello bimaculata";"22704900";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Peneothello"
"Pachycephalopsis hattamensis";"22704917";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Pachycephalopsis"
"Pachycephalopsis poliosoma";"22704920";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Pachycephalopsis"
"Drymodes brunneopygia";"22704928";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Drymodes"
"Irena puella";"103775156";"Animalia";"Chordata";"Aves";"Passeriformes";"Irenidae";"Irena"
"Irena cyanogastra";"22704936";"Animalia";"Chordata";"Aves";"Passeriformes";"Irenidae";"Irena"
"Chloropsis flavipennis";"22704944";"Animalia";"Chordata";"Aves";"Passeriformes";"Chloropseidae";"Chloropsis"
"Chloropsis hardwickii";"103775266";"Animalia";"Chordata";"Aves";"Passeriformes";"Chloropseidae";"Chloropsis"
"Garritornis isidorei";"22704980";"Animalia";"Chordata";"Aves";"Passeriformes";"Pomatostomidae";"Garritornis"
"Pomatostomus temporalis";"22704983";"Animalia";"Chordata";"Aves";"Passeriformes";"Pomatostomidae";"Pomatostomus"
"Pomatostomus superciliosus";"22704986";"Animalia";"Chordata";"Aves";"Passeriformes";"Pomatostomidae";"Pomatostomus"
"Pomatostomus halli";"22704989";"Animalia";"Chordata";"Aves";"Passeriformes";"Pomatostomidae";"Pomatostomus"
"Pomatostomus ruficeps";"22704992";"Animalia";"Chordata";"Aves";"Passeriformes";"Pomatostomidae";"Pomatostomus"
"Lanius tigrinus";"22704995";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius isabellinus";"103718693";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius cristatus";"22705011";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius collurioides";"22705014";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius schach";"22705029";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius tephronotus";"22705032";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius sphenocercus";"103718766";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius excubitoroides";"22705053";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius cabanisi";"22705057";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius dorsalis";"22705061";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius somalicus";"22705066";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius mackinnoni";"22705070";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius collaris";"22730635";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius corvinus";"22705103";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius melanoleucus";"22705107";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Eurocephalus ruppelli";"22705114";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Eurocephalus"
"Eurocephalus anguitimens";"22705119";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Eurocephalus"
"Vireolanius melitophrys";"22705130";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Vireolanius"
"Vireolanius leucotis";"103693756";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Vireolanius"
"Vireo nanus";"22705219";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Vireo"
"Vireo latimeri";"22705222";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Vireo"
"Vireo gracilirostris";"22705251";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Vireo"
"Pachysylvia muscicapina";"22705297";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Pachysylvia"
"Psophodes olivaceus";"22705327";"Animalia";"Chordata";"Aves";"Passeriformes";"Psophodidae";"Psophodes"
"Psophodes nigrogularis";"22705330";"Animalia";"Chordata";"Aves";"Passeriformes";"Psophodidae";"Psophodes"
"Psophodes occidentalis";"22705336";"Animalia";"Chordata";"Aves";"Passeriformes";"Psophodidae";"Psophodes"
"Cinclosoma castanotum";"22705345";"Animalia";"Chordata";"Aves";"Passeriformes";"Cinclosomatidae";"Cinclosoma"
"Cinclosoma cinnamomeum";"103693226";"Animalia";"Chordata";"Aves";"Passeriformes";"Cinclosomatidae";"Cinclosoma"
"Cinclosoma ajax";"22705363";"Animalia";"Chordata";"Aves";"Passeriformes";"Cinclosomatidae";"Cinclosoma"
"Ptilorrhoa castanonota";"22705372";"Animalia";"Chordata";"Aves";"Passeriformes";"Cinclosomatidae";"Ptilorrhoa"
"Eupetes macrocerus";"22705375";"Animalia";"Chordata";"Aves";"Passeriformes";"Eupetidae";"Eupetes"
"Ifrita kowaldi";"22705379";"Animalia";"Chordata";"Aves";"Passeriformes";"Ifritidae";"Ifrita"
"Struthidea cinerea";"22705385";"Animalia";"Chordata";"Aves";"Passeriformes";"Corcoracidae";"Struthidea"
"Daphoenositta chrysoptera";"103691540";"Animalia";"Chordata";"Aves";"Passeriformes";"Neosittidae";"Daphoenositta"
"Daphoenositta miranda";"22705391";"Animalia";"Chordata";"Aves";"Passeriformes";"Neosittidae";"Daphoenositta"
"Mohoua ochrocephala";"22705397";"Animalia";"Chordata";"Aves";"Passeriformes";"Mohouidae";"Mohoua"
"Mohoua novaeseelandiae";"22705400";"Animalia";"Chordata";"Aves";"Passeriformes";"Mohouidae";"Mohoua"
"Oreoica gutturalis";"22705408";"Animalia";"Chordata";"Aves";"Passeriformes";"Oreoicidae";"Oreoica"
"Pachycare flavogriseum";"22705414";"Animalia";"Chordata";"Aves";"Passeriformes";"Acanthizidae";"Pachycare"
"Hylocitrea bonensis";"103867190";"Animalia";"Chordata";"Aves";"Passeriformes";"Hylocitreidae";"Hylocitrea"
"Coracornis raveni";"22705425";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Coracornis"
"Pachycephala olivacea";"22705431";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala rufogularis";"22705434";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala inornata";"22705437";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala cinerea";"22705440";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala homeyeri";"22705446";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala modesta";"22705460";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala sulfuriventer";"22705466";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala meyeri";"22705473";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala orpheus";"22705486";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala lorentzi";"22705496";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala caledonica";"22705503";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala flavifrons";"22705507";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala jacquinoti";"22705510";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala nudigula";"22705516";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala aurea";"22705522";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala arctitorquis";"22705528";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala monacha";"22705531";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala leucogastra";"22705534";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Pachycephala lanioides";"22705540";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pachycephala"
"Colluricincla woodwardi";"22705557";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Colluricincla"
"Pitohui kirhocephalus";"103691592";"Animalia";"Chordata";"Aves";"Passeriformes";"Oriolidae";"Pitohui"
"Pseudorectes incertus";"22705579";"Animalia";"Chordata";"Aves";"Passeriformes";"Pachycephalidae";"Pseudorectes"
"Eulacestoma nigropectus";"22705592";"Animalia";"Chordata";"Aves";"Passeriformes";"Eulacestomidae";"Eulacestoma"
"Turnagra capensis";"22705595";"Animalia";"Chordata";"Aves";"Passeriformes";"Oriolidae";"Turnagra"
"Platysmurus leucopterus";"103719039";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Platysmurus"
"Cyanocitta cristata";"22705611";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cyanocitta"
"Cyanolyca armillata";"103727626";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cyanolyca"
"Cyanolyca turcosa";"22705649";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cyanolyca"
"Cyanolyca viridicyanus";"22705652";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cyanolyca"
"Cyanolyca pulchra";"22705666";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cyanolyca"
"Cyanocorax violaceus";"22705711";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cyanocorax"
"Cyanocorax heilprini";"22705717";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cyanocorax"
"Cyanocorax cayanus";"22705720";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cyanocorax"
"Cyanocorax cyanopogon";"22705732";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cyanocorax"
"Cyanocorax mystacalis";"22705735";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cyanocorax"
"Garrulus lanceolatus";"22705768";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Garrulus"
"Garrulus lidthi";"22705771";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Garrulus"
"Urocissa ornata";"22705787";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Urocissa"
"Urocissa whiteheadi";"103719392";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Urocissa"
"Cissa hypoleuca";"22705813";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cissa"
"Dendrocitta formosae";"22705839";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Dendrocitta"
"Dendrocitta occipitalis";"103719284";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Dendrocitta"
"Crypsirina cucullata";"22705858";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Crypsirina"
"Temnurus temnurus";"22705862";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Temnurus"
"Podoces hendersoni";"22705883";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Podoces"
"Podoces panderi";"22705893";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Podoces"
"Podoces pleskei";"22705898";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Podoces"
"Corvus dauuricus";"22705935";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus meeki";"22705966";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus woodfordi";"22705969";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus fuscicapillus";"22705972";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus tristis";"22705975";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus capensis";"22705978";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus caurinus";"22705986";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus ossifragus";"22705993";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus leucognaphalus";"22706013";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus macrorhynchos";"103727590";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus bennetti";"22706030";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus coronoides";"22706033";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus hawaiiensis";"22706052";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus cryptoleucus";"22706055";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus rhipidurus";"22706073";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus albicollis";"22706077";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Corvus crassirostris";"22706081";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Corvus"
"Melampitta lugubris";"22706085";"Animalia";"Chordata";"Aves";"Passeriformes";"Melampittidae";"Melampitta"
"Megalampitta gigantea";"22706088";"Animalia";"Chordata";"Aves";"Passeriformes";"Melampittidae";"Megalampitta"
"Paradigalla carunculata";"22706145";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Paradigalla"
"Paradigalla brevicauda";"22706148";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Paradigalla"
"Epimachus meyeri";"22706154";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Epimachus"
"Drepanornis albertisi";"22706157";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Drepanornis"
"Drepanornis bruijnii";"22706160";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Drepanornis"
"Parotia sefilata";"22706171";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Parotia"
"Parotia carolae";"22706174";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Parotia"
"Parotia wahnesi";"22706183";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Parotia"
"Astrapia nigra";"22706212";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Astrapia"
"Astrapia splendidissima";"22706215";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Astrapia"
"Astrapia mayeri";"22706218";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Astrapia"
"Pteridophora alberti";"22706229";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Pteridophora"
"Paradisaea rubra";"22706241";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Paradisaea"
"Paradisaea apoda";"22706249";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Paradisaea"
"Paradisaea decora";"22706257";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Paradisaea"
"Paradisaea guilielmi";"22706261";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradisaeidae";"Paradisaea"
"Cracticus mentalis";"22706270";"Animalia";"Chordata";"Aves";"Passeriformes";"Artamidae";"Cracticus"
"Cracticus torquatus";"103703460";"Animalia";"Chordata";"Aves";"Passeriformes";"Artamidae";"Cracticus"
"Cracticus nigrogularis";"22706282";"Animalia";"Chordata";"Aves";"Passeriformes";"Artamidae";"Cracticus"
"Melloria quoyi";"22706285";"Animalia";"Chordata";"Aves";"Passeriformes";"Artamidae";"Melloria"
"Strepera graculina";"22706293";"Animalia";"Chordata";"Aves";"Passeriformes";"Artamidae";"Strepera"
"Strepera fuliginosa";"22706296";"Animalia";"Chordata";"Aves";"Passeriformes";"Artamidae";"Strepera"
"Artamus fuscus";"22706302";"Animalia";"Chordata";"Aves";"Passeriformes";"Artamidae";"Artamus"
"Artamus superciliosus";"22706324";"Animalia";"Chordata";"Aves";"Passeriformes";"Artamidae";"Artamus"
"Artamus cyanopterus";"22706330";"Animalia";"Chordata";"Aves";"Passeriformes";"Artamidae";"Artamus"
"Oriolus melanotis";"103691625";"Animalia";"Chordata";"Aves";"Passeriformes";"Oriolidae";"Oriolus"
"Oriolus steerii";"22706372";"Animalia";"Chordata";"Aves";"Passeriformes";"Oriolidae";"Oriolus"
"Oriolus chlorocephalus";"22706400";"Animalia";"Chordata";"Aves";"Passeriformes";"Oriolidae";"Oriolus"
"Oriolus monacha";"22706415";"Animalia";"Chordata";"Aves";"Passeriformes";"Oriolidae";"Oriolus"
"Oriolus larvatus";"22706421";"Animalia";"Chordata";"Aves";"Passeriformes";"Oriolidae";"Oriolus"
"Oriolus percivali";"22706427";"Animalia";"Chordata";"Aves";"Passeriformes";"Oriolidae";"Oriolus"
"Oriolus hosii";"22706440";"Animalia";"Chordata";"Aves";"Passeriformes";"Oriolidae";"Oriolus"
"Oriolus mellianus";"22706449";"Animalia";"Chordata";"Aves";"Passeriformes";"Oriolidae";"Oriolus"
"Coracina maxima";"22706466";"Animalia";"Chordata";"Aves";"Passeriformes";"Campephagidae";"Coracina"
"Coracina schistacea";"22706479";"Animalia";"Chordata";"Aves";"Passeriformes";"Campephagidae";"Coracina"
"Coracina personata";"22706483";"Animalia";"Chordata";"Aves";"Passeriformes";"Campephagidae";"Coracina"
"Coracina atriceps";"22706486";"Animalia";"Chordata";"Aves";"Passeriformes";"Campephagidae";"Coracina"
"Coracina novaehollandiae";"22706495";"Animalia";"Chordata";"Aves";"Passeriformes";"Campephagidae";"Coracina"
"Coracina temminckii";"22706502";"Animalia";"Chordata";"Aves";"Passeriformes";"Campephagidae";"Coracina"
"Coracina boyeri";"22706516";"Animalia";"Chordata";"Aves";"Passeriformes";"Campephagidae";"Coracina"
"Coracina leucopygia";"22706519";"Animalia";"Chordata";"Aves";"Passeriformes";"Campephagidae";"Coracina"
"Coracina longicauda";"22706526";"Animalia";"Chordata";"Aves";"Passeriformes";"Campephagidae";"Coracina"
"Coracina parvula";"22706529";"Animalia";"Chordata";"Aves";"Passeriformes";"Campephagidae";"Coracina"
