"ref_binomial";"ref_id";"ref_kingdom";"ref_phylum";"ref_class";"ref_order";"ref_family";"ref_genus"
"Nystalus radiatus";"22682261";"Animalia";"Chordata";"Aves";"Piciformes";"Bucconidae";"Nystalus"
"Notharchus hyperrhynchus";"22733880";"Animalia";"Chordata";"Aves";"Piciformes";"Bucconidae";"Notharchus"
"Notharchus pectoralis";"22682240";"Animalia";"Chordata";"Aves";"Piciformes";"Bucconidae";"Notharchus"
"Notharchus tectus";"61998234";"Animalia";"Chordata";"Aves";"Piciformes";"Bucconidae";"Notharchus"
"Notharchus subtectus";"61998257";"Animalia";"Chordata";"Aves";"Piciformes";"Bucconidae";"Notharchus"
"Micromonacha lanceolata";"22682298";"Animalia";"Chordata";"Aves";"Piciformes";"Bucconidae";"Micromonacha"
"Nonnula frontalis";"22682310";"Animalia";"Chordata";"Aves";"Piciformes";"Bucconidae";"Nonnula"
"Monasa morphoeus";"22682331";"Animalia";"Chordata";"Aves";"Piciformes";"Bucconidae";"Monasa"
"Cypseloides cryptus";"22686464";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Cypseloides"
"Streptoprocne rutila";"22686424";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Streptoprocne"
"Streptoprocne zonaris";"22686476";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Streptoprocne"
"Streptoprocne semicollaris";"22686482";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Streptoprocne"
"Chaetura chapmani";"22686717";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Chaetura"
"Chaetura brachyura";"22686725";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Chaetura"
"Chaetura spinicaudus";"22686693";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Chaetura"
"Chaetura cinereiventris";"22686701";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Chaetura"
"Panyptila cayennensis";"22686759";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Panyptila"
"Panyptila sanctihieronymi";"22686756";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Panyptila"
"Amazilia boucardi";"22687562";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Picumnus olivaceus";"22680774";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Melanerpes chrysauchen";"22733729";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes chrysogenys";"22680840";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes rubricapillus";"22680850";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes hoffmannii";"22680865";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Veniliornis kirkii";"22681212";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Veniliornis"
"Piculus chrysochloros";"22681243";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Piculus"
"Colaptes punctigula";"22681272";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Colaptes"
"Campephilus haematogaster";"22727150";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Campephilus"
"Campephilus melanoleucos";"22681405";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Campephilus"
"Ramphastos sulfuratus";"22682102";"Animalia";"Chordata";"Aves";"Piciformes";"Ramphastidae";"Ramphastos"
"Gampsonyx swainsonii";"22695025";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Gampsonyx"
"Leptodon cayanensis";"22694967";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Leptodon"
"Spizaetus tyrannus";"22696193";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Spizaetus"
"Spizaetus melanoleucus";"22696120";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Spizaetus"
"Harpagus bidentatus";"22695060";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Harpagus"
"Accipiter superciliosus";"22695565";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Accipiter"
"Accipiter bicolor";"22695669";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Accipiter"
"Ictinia plumbea";"22695069";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Ictinia"
"Busarellus nigricollis";"22695842";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Busarellus"
"Geranospiza caerulescens";"22695729";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Geranospiza"
"Helicolestes hamatus";"22695051";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Helicolestes"
"Buteogallus meridionalis";"22695832";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Buteogallus"
"Buteogallus urubitinga";"22695827";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Buteogallus"
"Morphnarchus princeps";"22695754";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Morphnarchus"
"Rupornis magnirostris";"22695880";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Rupornis"
"Pseudastur albicollis";"22695786";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Pseudastur"
"Leucopternis semiplumbeus";"22695775";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Leucopternis"
"Buteo nitidus";"22727766";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Buteo"
"Leptotila verreauxi";"22690854";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Leptotila"
"Micrathene whitneyi";"22689325";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Micrathene"
"Aethia psittacula";"22694906";"Animalia";"Chordata";"Aves";"Charadriiformes";"Alcidae";"Aethia"
"Aethia pusilla";"22694921";"Animalia";"Chordata";"Aves";"Charadriiformes";"Alcidae";"Aethia"
"Aethia pygmaea";"22694918";"Animalia";"Chordata";"Aves";"Charadriiformes";"Alcidae";"Aethia"
"Fratercula corniculata";"22694931";"Animalia";"Chordata";"Aves";"Charadriiformes";"Alcidae";"Fratercula"
"Fratercula cirrhata";"22694934";"Animalia";"Chordata";"Aves";"Charadriiformes";"Alcidae";"Fratercula"
"Chordeiles gundlachii";"22689717";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Chordeiles"
"Nyctidromus albicollis";"22689731";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Nyctidromus"
"Antrostomus ridgwayi";"22689801";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Antrostomus"
"Trogon elegans";"22726830";"Animalia";"Chordata";"Aves";"Trogoniformes";"Trogonidae";"Trogon"
"Megaceryle torquata";"22683634";"Animalia";"Chordata";"Aves";"Coraciiformes";"Alcedinidae";"Megaceryle"
"Chloroceryle americana";"22683652";"Animalia";"Chordata";"Aves";"Coraciiformes";"Alcedinidae";"Chloroceryle"
"Rhodostethia rosea";"22694476";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Rhodostethia"
"Larus livens";"22694340";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus"
"Anous stolidus";"22694794";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Anous"
"Onychoprion fuscatus";"22694740";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Onychoprion"
"Crotophaga ani";"22684434";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Crotophaga"
"Coturnicops noveboracensis";"22692275";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Coturnicops"
"Jacana spinosa";"22693550";"Animalia";"Chordata";"Aves";"Charadriiformes";"Jacanidae";"Jacana"
"Ardenna gravis";"22698201";"Animalia";"Chordata";"Aves";"Procellariiformes";"Procellariidae";"Ardenna"
"Eugenes fulgens";"22687746";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Eugenes"
"Lampornis clemenciae";"22687664";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Lampornis"
"Calothorax lucifer";"22688185";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Calothorax"
"Cynanthus latirostris";"22725767";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Cynanthus"
"Cynanthus doubledayi";"22725775";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Cynanthus"
"Amazilia violiceps";"22687624";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Hydrobates furcatus";"22698572";"Animalia";"Chordata";"Aves";"Procellariiformes";"Hydrobatidae";"Hydrobates"
"Hydrobates melania";"22698557";"Animalia";"Chordata";"Aves";"Procellariiformes";"Hydrobatidae";"Hydrobates"
"Fregata magnificens";"22697724";"Animalia";"Chordata";"Aves";"Suliformes";"Fregatidae";"Fregata"
"Sula nebouxii";"22696683";"Animalia";"Chordata";"Aves";"Suliformes";"Sulidae";"Sula"
"Sula sula";"22696694";"Animalia";"Chordata";"Aves";"Suliformes";"Sulidae";"Sula"
"Chondrohierax uncinatus";"22694971";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Chondrohierax"
"Rostrhamus sociabilis";"22695048";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Rostrhamus"
"Buteogallus anthracinus";"22735514";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Buteogallus"
"Geranoaetus albicaudatus";"22695906";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Geranoaetus"
"Buteo plagiatus";"22727773";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Buteo"
"Buteo brachyurus";"22695897";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Buteo"
"Buteo albonotatus";"22695926";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Buteo"
"Hemiprocne longipennis";"22686894";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Hemiprocnidae";"Hemiprocne"
"Accipiter collaris";"22695568";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Accipiter"
"Porphyrio hochstetteri";"22692808";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Porphyrio"
"Anas nesiotis";"22724580";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Amazona diadema";"22731595";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Amazona"
"Accipiter imitator";"22695553";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Accipiter"
"Campephilus gayaquilensis";"22681408";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Campephilus"
"Accipiter poliogaster";"22695453";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Accipiter"
"Alopecoenas kubaryi";"22691024";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Alopecoenas"
"Forpus xanthops";"22685952";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Forpus"
"Aglaeactis aliciae";"22687794";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Aglaeactis"
"Psittacus timneh";"22736498";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Psittacus"
"Polemaetus bellicosus";"22696116";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Polemaetus"
"Augastes lumachella";"22688069";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Augastes"
"Ara ambiguus";"22685553";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara"
"Pyrrhura viridicata";"22685836";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Pyrrhura"
"Actophilornis albinucha";"22693532";"Animalia";"Chordata";"Aves";"Charadriiformes";"Jacanidae";"Actophilornis"
"Eriocnemis nigrivestis";"22687909";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Eriocnemis"
"Accipiter henstii";"22695678";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Accipiter"
"Malacoptila striata";"45359046";"Animalia";"Chordata";"Aves";"Piciformes";"Bucconidae";"Malacoptila"
"Circus maurus";"22695379";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Circus"
"Sagittarius serpentarius";"22696221";"Animalia";"Chordata";"Aves";"Accipitriformes";"Sagittariidae";"Sagittarius"
"Capito brunneipectus";"22681929";"Animalia";"Chordata";"Aves";"Piciformes";"Capitonidae";"Capito"
"Turnix hottentottus";"22725519";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Turnix"
"Amazona dufresniana";"22686282";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Amazona"
"Eubucco glaucogularis";"22727080";"Animalia";"Chordata";"Aves";"Piciformes";"Capitonidae";"Eubucco"
"Falco fasciinucha";"22696523";"Animalia";"Chordata";"Aves";"Falconiformes";"Falconidae";"Falco"
"Terathopius ecaudatus";"22695289";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Terathopius"
"Haliaeetus vocifer";"22695115";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Haliaeetus"
"Leptosittaca branickii";"22685755";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Leptosittaca"
"Procellaria cinerea";"22698159";"Animalia";"Chordata";"Aves";"Procellariiformes";"Procellariidae";"Procellaria"
"Trichoglossus forsteni";"22726303";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Trichoglossus"
"Ciconia episcopus";"22727255";"Animalia";"Chordata";"Aves";"Ciconiiformes";"Ciconiidae";"Ciconia"
"Anodorhynchus leari";"22685521";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Anodorhynchus"
"Anthocephala berlepschi";"154809350";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Anthocephala"
"Accipiter henicogrammus";"22695544";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Accipiter"
"Treron sanctithomae";"22691227";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Treron"
"Aceros nipalensis";"22682510";"Animalia";"Chordata";"Aves";"Bucerotiformes";"Bucerotidae";"Aceros"
"Gymnobucco vernayi";"22726026";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Gymnobucco"
"Lophotriorchis kienerii";"22696111";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Lophotriorchis"
"Columba thomensis";"22690138";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Columba"
"Columba malherbii";"22690351";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Columba"
"Pionus reichenowi";"45429616";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Pionus"
"Poicephalus cryptoxanthus";"22685317";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Poicephalus"
"Larus bulleri";"22694413";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus"
"Bostrychia bocagei";"22697478";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Threskiornithidae";"Bostrychia"
"Pelecanus onocrotalus";"22697590";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Pelecanidae";"Pelecanus"
"Recurvirostra avosetta";"22693712";"Animalia";"Chordata";"Aves";"Charadriiformes";"Recurvirostridae";"Recurvirostra"
"Strix chacoensis";"22733306";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Strix"
"Ducula oenothorax";"22725573";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Ducula"
"Anthropoides paradiseus";"22692109";"Animalia";"Chordata";"Aves";"Gruiformes";"Gruidae";"Anthropoides"
"Celeus galeatus";"22681360";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Celeus"
"Microhierax latifrons";"22696330";"Animalia";"Chordata";"Aves";"Falconiformes";"Falconidae";"Microhierax"
"Melignomon eisentrauti";"22680659";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Melignomon"
"Spilornis elgini";"22695323";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Spilornis"
"Tragopan blythii";"22679163";"Animalia";"Chordata";"Aves";"Galliformes";"Phasianidae";"Tragopan"
"Tragopan caboti";"22679172";"Animalia";"Chordata";"Aves";"Galliformes";"Phasianidae";"Tragopan"
"Treron floris";"22691170";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Treron"
"Treron phayrei";"22726285";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Treron"
"Circaetus beaudouini";"22732272";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Circaetus"
"Tympanuchus cupido";"22679514";"Animalia";"Chordata";"Aves";"Galliformes";"Phasianidae";"Tympanuchus"
"Circus maillardi";"22728310";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Circus"
"Aerodramus whiteheadi";"22686549";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Aerodramus"
"Aerodramus elaphrus";"22686507";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Aerodramus"
"Penelopina nigra";"22678449";"Animalia";"Chordata";"Aves";"Galliformes";"Cracidae";"Penelopina"
"Oreophasis derbianus";"22678453";"Animalia";"Chordata";"Aves";"Galliformes";"Cracidae";"Oreophasis"
"Otus insularis";"22688667";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Otus"
"Pipile pipile";"22678401";"Animalia";"Chordata";"Aves";"Galliformes";"Cracidae";"Pipile"
"Anorrhinus galeritus";"22682485";"Animalia";"Chordata";"Aves";"Bucerotiformes";"Bucerotidae";"Anorrhinus"
"Rhea tarapacensis";"22728206";"Animalia";"Chordata";"Aves";"Struthioniformes";"Rheidae";"Rhea"
"Rollandia microptera";"22696533";"Animalia";"Chordata";"Aves";"Podicipediformes";"Podicipedidae";"Rollandia"
"Crax rubra";"22678521";"Animalia";"Chordata";"Aves";"Galliformes";"Cracidae";"Crax"
"Geotrygon purpurata";"22728282";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Geotrygon"
"Leptotila ochraceiventris";"22690895";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Leptotila"
"Apalharpactes reinwardtii";"22682824";"Animalia";"Chordata";"Aves";"Trogoniformes";"Trogonidae";"Apalharpactes"
"Colinus virginianus";"22728956";"Animalia";"Chordata";"Aves";"Galliformes";"Odontophoridae";"Colinus"
"Siphonorhis brewsteri";"22689751";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Siphonorhis"
"Anthracoceros montani";"22682447";"Animalia";"Chordata";"Aves";"Bucerotiformes";"Bucerotidae";"Anthracoceros"
"Dendrortyx barbatus";"22679576";"Animalia";"Chordata";"Aves";"Galliformes";"Odontophoridae";"Dendrortyx"
"Cacatua alba";"22684789";"Animalia";"Chordata";"Aves";"Psittaciformes";"Cacatuidae";"Cacatua"
"Cacatua goffiniana";"22684800";"Animalia";"Chordata";"Aves";"Psittaciformes";"Cacatuidae";"Cacatua"
"Odontophorus dialeucos";"22679673";"Animalia";"Chordata";"Aves";"Galliformes";"Odontophoridae";"Odontophorus"
"Cyrtonyx sallei";"22724748";"Animalia";"Chordata";"Aves";"Galliformes";"Odontophoridae";"Cyrtonyx"
"Cacatua sulphurea";"200296187";"Animalia";"Chordata";"Aves";"Psittaciformes";"Cacatuidae";"Cacatua"
"Cyrtonyx ocellatus";"22679717";"Animalia";"Chordata";"Aves";"Galliformes";"Odontophoridae";"Cyrtonyx"
"Caloenas nicobarica";"22690974";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Caloenas"
"Meleagris ocellata";"22679529";"Animalia";"Chordata";"Aves";"Galliformes";"Phasianidae";"Meleagris"
"Melanitta americana";"22732425";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Melanitta"
"Patagioenas leucocephala";"22690229";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Patagioenas"
"Patagioenas caribaea";"22690281";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Patagioenas"
"Patagioenas inornata";"22690312";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Patagioenas"
"Geotrygon versicolor";"22690924";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Geotrygon"
"Geotrygon caniceps";"22729904";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Geotrygon"
"Geotrygon leucometopia";"22729909";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Geotrygon"
"Leptotila battyi";"22690868";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Leptotila"
"Leptotila wellsi";"22690874";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Leptotila"
"Zentrygon carrikeri";"22690901";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Zentrygon"
"Zenaida graysoni";"22690740";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Zenaida"
"Starnoenas cyanocephala";"22690970";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Starnoenas"
"Siphonorhis americana";"22689738";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Siphonorhis"
"Cypseloides niger";"22686440";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Cypseloides"
"Cypseloides storeri";"22686461";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Cypseloides"
"Cynanthus lawrencei";"22726267";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Cynanthus"
"Eupherusa poliocerca";"22687627";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Eupherusa"
"Amazilia alfaroana";"119194112";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Goethalsia bella";"22687464";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Goethalsia"
"Goldmania violiceps";"22687461";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Goldmania"
"Doricha eliza";"22688175";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Doricha"
"Mellisuga helenae";"22688214";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Mellisuga"
"Selasphorus rufus";"22688296";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Selasphorus"
"Coccyzus ferrugineus";"22684340";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Coccyzus"
"Coccyzus bahamensis";"22728160";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Coccyzus"
